VENDOR,PART NUMBER,DESCRIPTION,MARKET PRICE (EUR),LAST FOUND LIST PRICE (USD),Weight,Dimension ,Remarks
ERICSSON,RPM77771/01700,CABLE,,,,,
ERICSSON,RPM77771/02100,CABLE,,,,,
ERICSSON,RPM901297/00700,CABLE,,,,,
ERICSSON,RPM901298/01500,CABLE,,,,,
ERICSSON,RPM901303/00250,CABLE,,,,,
ERICSSON,RPM919661/2900,Cable,,,,,
ERICSSON,RPM919750/75M,Cable,,,,,
ERICSSON,RPM951339/1.5,,,,,,
ERICSSON,RYS110243/1,SIM CARD,,,,,
ERICSSON,S50028-Q2029-A2,SHDSL INTERFACE UNIT,,,,,
ERICSSON,SA0010012,MINI LINK E SAU BASIC,,,,,
ERICSSON,SA0210011,MINI-LINK E SAU Exp2 48V,,,,,
ERICSSON,SA0210012,SAU EXP2,,,,,
ERICSSON,SB81SA,0,,,,,
ERICSSON,SBM146050/03,NUT M6M M 5 ST 8 FZG,,,,,
ERICSSON,SC-AH,0,,,,,
ERICSSON,SDK1077276/1,Dummy unit SM/EM,,,,,
ERICSSON,SM0010402,MINI-LINK E SMU SW,,,,,
ERICSSON,SM0010800,MINI LINK SMU 8X2,,,,,
ERICSSON,SM0010802,MINI LINK SMU 8X2,,,,,
ERICSSON,SM0011602,MINI LINK E SMU 16X2,,,,,
ERICSSON,SNG791025,Cable Lug ,,,,,
ERICSSON,SNG791060,Cable Lug ,,,,,
ERICSSON,SNG80206,Cable Lug KR 10-6,,,,,
ERICSSON,SOPQAHJDAA,0,,,,,
ERICSSON,SOUCAEPTAA,XCRP4 Redback ,€547.6,$0.00,,,
ERICSSON,SU56AD,MARCONI SFP 100BASE-T RJ45 0.1KM (SU56AD),,,,,
ERICSSON,SU58BB,0,,,,,
ERICSSON,SU68AE,STM-16 - S16.1 SFP,,,,,
ERICSSON,SU69BA,0,,,,,
ERICSSON,SU69BD,XFP STM-64 P1L1-2D2 L64.2 1550 nm,,,,,
ERICSSON,SU69CC,MULTIHAUL 3000 10GB ER/EW,,,,,
ERICSSON,SU69CE,0,,,,,
ERICSSON,SU69CH,XFP 10GBASE-LR/LW,,,,,
ERICSSON,SU69CJ,0,,,,,
ERICSSON,SU69DA,0,,,,,
ERICSSON,SU69DE,140080-0174 - 10GBASE - 80Km,,,,,
ERICSSON,SUB0195-01,SUB FAN TRAY W/REAR EXHST,,,,,
ERICSSON,SVB22003/1,CE-Label,,,,,
ERICSSON,SXA1180831/1,Ericsson BFX 901 36/1 BB Subrack,,,,,
ERICSSON,SXA1342193/1,DUMMY RU POSITION,,,,,
ERICSSON,SXA1342193/2,FILLER FOR RBS6601,,,,,
ERICSSON,SXK1064279/2,E1T1 PATCH PANEL,,,,,
ERICSSON,SXK1072869/1,,,,,,
ERICSSON,SXK1078896/1,X54 Dummy Board,,,,,
ERICSSON,SXK1098115/1,POWER SUBRACK,,,,,
ERICSSON,SXK1098257/1,Dummy Unit,,,,,
ERICSSON,SXK1098828/1,FILTER,,,,,
ERICSSON,SXK1099820,Proximity sensor,,,,,
ERICSSON,SXK111509/1,MINI-LINK E FAN UNIT KIT,,,,,
ERICSSON,SXK1115134/1,BLANK PLATE ,,,,,
ERICSSON,SXK111514/3,Cable,,,,,
ERICSSON,SXK111627/1,ANTENNA ADAPTER PLATE,,,,,
ERICSSON,SXK1180853/1,X54 Dummy Board,,,,,
ERICSSON,TFL10209/00,Earth cab-Halog free-8 AWG-black8,,,,,
ERICSSON,TFL90117/18,Power cable for Main Unit 6601,,,,,
ERICSSON,TRS49336/6000,Cable,,,,,
ERICSSON,TRX10GVP2010C2,10GBASE-SR SFP+ 850nm 300m,,,,,
ERICSSON,TSR263102/500,POWER CABLE,,,,,
ERICSSON,TSR263104/3000,part of NTM18066/709,,,,,
ERICSSON,TSR263105/3000,part of NTM18066/709 CABLE SET/BC2.1 IS-2,,,,,
ERICSSON,TSR263111/1300,CABLE,,,,,
ERICSSON,TSR263119/1800,Cable,,,,,
ERICSSON,TSR263125/3000,Cable,,,,,
ERICSSON,TSR263143/450,CABLE,,,,,
ERICSSON,TSR263144/450,CABLE,,,,,
ERICSSON,TSR26327/2000,CABLE,,,,,
ERICSSON,TSR26348/700,POWER CABLE,,,,,
ERICSSON,TSR26349/300,POWER CABLE,,,,,
ERICSSON,TSR26350/200,CABLE,,,,,
ERICSSON,TSR26377/15M,CABLE,,,,,
ERICSSON,TSR26406/50M,CABLE,,,,,
ERICSSON,TSR3222701/1000,Opt. Connection Cable SC/SC 1000,,,,,
ERICSSON,TSR3222701/2000,Opt. Connection Cable SC/SC 2000,,,,,
ERICSSON,TSR3223405/1900,CABLE,,,,,
ERICSSON,TSR3223405/2200,CABLE,,,,,
ERICSSON,TSR3223405/2400,CABLE,,,,,
ERICSSON,TSR4210223/2500,Power cable 48V,,,,,
ERICSSON,TSR432100/2300,CABLE,,,,,
ERICSSON,TSR432102/5000,CABLE,,,,,
ERICSSON,TSR43212/1500,CABLE,,,,,
ERICSSON,TSR43212/15M,CABLE,,,,,
ERICSSON,TSR43212/30M,CABLE,,,,,
ERICSSON,TSR43212/50M,CABLE,,,,,
ERICSSON,TSR432120/700,Cable,,,,,
ERICSSON,TSR432147/20M,CABLE,,,,,
ERICSSON,TSR432148/350,CABLE,,,,,
ERICSSON,TSR432151/1000,CONNECTION/SIGNAL CABLE,€5 -750.0,$0.00,,,
ERICSSON,TSR432151/10M,CONNECTION SIGNAL CABLE,€5 -750.0,$0.00,,,
ERICSSON,TSR432151/15M,CABLE,,,,,
ERICSSON,TSR432151/30M,CABLE,,,,,
ERICSSON,TSR432170/100,Cable,,,,,
ERICSSON,TSR432175/1050,CABLE,,,,,
ERICSSON,TSR432175/1250,CABLE,,,,,
ERICSSON,TSR432175/130,CABLE,,,,,
ERICSSON,TSR432175/15M,CABLE,,,,,
ERICSSON,TSR432185/10M,CABLE,,,,,
ERICSSON,TSR432187/2400,Cable,,,,,
ERICSSON,TSR432190/100,Cable,,,,,
ERICSSON,TSR43271/15M,CABLE,,,,,
ERICSSON,TSR4690224/1500,Cable,,,,,
ERICSSON,TSR4690237/300,AUI Splicer Cable 2x300,,,,,
ERICSSON,TSR4690238/10000,AUI Ethernet Cable,,,,,
ERICSSON,TSR47701,connector blackplane,,,,,
ERICSSON,TSR47703/1,TSR47703/1connect.blackplane,,,,,
ERICSSON,TSR4820206/10000,10-BaseT Ext Crossover L=10 m,,,,,
ERICSSON,TSR4820211/30M,CABLE,,,,,
ERICSSON,TSR4820224/15M,CABLE,,,,,
ERICSSON,TSR4820236/2000,CABLE,,,,,
ERICSSON,TSR4820259/1400,Cable,,,,,
ERICSSON,TSR4820262/100,CABLE,,,,,
ERICSSON,TSR4870206/650,CABLE,,,,,
ERICSSON,TSR4870207/30000,CABLE,,,,,
ERICSSON,TSR4870215/60000,CABLE,,,,,
ERICSSON,TSR4870216/800,CABLE,,,,,
ERICSSON,TSR4870305/50M,CABLE,,,,,
ERICSSON,TSR4870313/1000,CABLE,,,,,
ERICSSON,TSR4870314/1000,CABLE,,,,,
ERICSSON,TSR48714/2000,CABLE,,,,,
ERICSSON,TSR48717/110,Cable,,,,,
ERICSSON,TSR49000905/2,CABLE,,,,,
ERICSSON,TSR4900115/600,CABLE,,,,,
ERICSSON,TSR4900115/800,CABLE,,,,,
ERICSSON,TSR4900121/400,CABLE,,,,,
ERICSSON,TSR4900121/550,CABLE,,,,,
ERICSSON,TSR4900901/1,Cable,,,,,
ERICSSON,TSR4900904/3,CABLE,,,,,
ERICSSON,TSR4900909/1,CABLE,,,,,
ERICSSON,TSR4900912/1,CABLE,,,,,
ERICSSON,TSR4900913/1,Cable,,,,,
ERICSSON,TSR4910210/1000,CABLE,,,,,
ERICSSON,TSR4910210/12M,CABLE,,,,,
ERICSSON,TSR4910210/1500,CABLE,,,,,
ERICSSON,TSR4910211/1200,CABLE,,,,,
ERICSSON,TSR4910211/1400,CABLE,,,,,
ERICSSON,TSR4910211/15000,CABLE,,,,,
ERICSSON,TSR4910211/1700,CABLE,,,,,
ERICSSON,TSR4910211/30000,CABLE,,,,,
ERICSSON,TSR4910211/6000,CABLE,,,,,
ERICSSON,TSR4910211/800,CABLE,,,,,
ERICSSON,TSR4910211/8000,CABLE,,,,,
ERICSSON,TSR4910212/1100,CABLE,,,,,
ERICSSON,TSR4910213/1500,CABLE,,,,,
ERICSSON,TSR4910215/30M,CABLE,,,,,
ERICSSON,TSR4910215/60M,CABLE,,,,,
ERICSSON,TSR4910216/1100,CABLE,,,,,
ERICSSON,TSR4910216/1150,CABLE,,,,,
ERICSSON,TSR4910216/1250,CABLE,,,,,
ERICSSON,TSR4910216/1300,CABLE,,,,,
ERICSSON,TSR4910216/1350,CABLE,,,,,
ERICSSON,TSR4910216/1400,CABLE,,,,,
ERICSSON,TSR4910216/1450,CABLE,,,,,
ERICSSON,TSR4910216/1500,CABLE,,,,,
ERICSSON,TSR4910216/1550,CABLE,,,,,
ERICSSON,TSR4910216/1600,CABLE,,,,,
ERICSSON,TSR4910216/1700,CABLE,,,,,
ERICSSON,TSR4910216/1800,CABLE,,,,,
ERICSSON,TSR4910216/1900,CABLE,,,,,
ERICSSON,TSR4910216/350,CABLE,,,,,
ERICSSON,TSR4910216/400,CABLE,,,,,
ERICSSON,TSR4910216/450,CABLE,,,,,
ERICSSON,TSR4910216/600,CABLE,,,,,
ERICSSON,TSR4910216/700,CABLE,,,,,
ERICSSON,TSR4910216/800,CABLE,,,,,
ERICSSON,TSR4910216/850,CABLE,,,,,
ERICSSON,TSR4910216/900,CABLE,,,,,
ERICSSON,TSR4910217/1500,CABLE,,,,,
ERICSSON,TSR4910223/1400,CABLE,,,,,
ERICSSON,TSR4910223/8000,CABLE,,,,,
ERICSSON,TSR4910224/8000,CABLE,,,,,
ERICSSON,TSR4910225/1000,CABLE,,,,,
ERICSSON,TSR4910225/10M,CABLE,,,,,
ERICSSON,TSR4910225/1100,CABLE,,,,,
ERICSSON,TSR4910225/1300,CABLE,,,,,
ERICSSON,TSR4910225/1400,CABLE,,,,,
ERICSSON,TSR4910225/1500,CABLE,,,,,
ERICSSON,TSR4910225/1600,CABLE,,,,,
ERICSSON,TSR4910225/1700,CABLE,,,,,
ERICSSON,TSR4910225/1800,CABLE,,,,,
ERICSSON,TSR4910225/1900,Cable,,,,,
ERICSSON,TSR4910225/2000,CABLE,,,,,
ERICSSON,TSR4910225/2100,CABLE,,,,,
ERICSSON,TSR4910225/30000,CABLE,,,,,
ERICSSON,TSR4910225/30M,CABLE,,,,,
ERICSSON,TSR4910225/5000,CABLE,,,,,
ERICSSON,TSR4910225/600,CABLE,,,,,
ERICSSON,TSR4910225/900,Cable,,,,,
ERICSSON,TSR4910225/9000,CABLE,,,,,
ERICSSON,TSR4910232/1200,CABLE,,,,,
ERICSSON,TSR4910232/1500,CABLE,,,,,
ERICSSON,TSR4910232/1800,CABLE,,,,,
ERICSSON,TSR4910232/5000,CABLE,,,,,
ERICSSON,TSR4910232/6000,CABLE,,,,,
ERICSSON,TSR4910233/1000,CABLE,,,,,
ERICSSON,TSR4910234/600,CABLE,,,,,
ERICSSON,TSR4910234/800,CABLE,,,,,
ERICSSON,TSR4910237/1000,CABLE,,,,,
ERICSSON,TSR4910238/45M,CABLE,,,,,
ERICSSON,TSR4910239/2450,CABLE,,,,,
ERICSSON,TSR4910240/2450,CABLE,,,,,
ERICSSON,TSR4910240/600,CABLE,,,,,
ERICSSON,TSR4910241/1700,CABLE,,,,,
ERICSSON,TSR4910245/10000,CABLE,,,,,
ERICSSON,TSR4910269/500,CABLE,,,,,
ERICSSON,TSR4910273/1000,CABLE,,,,,
ERICSSON,TSR4910273/10000,CABLE,,,,,
ERICSSON,TSR4910273/12M,CABLE,,,,,
ERICSSON,TSR4910273/1400,CABLE,,,,,
ERICSSON,TSR4910273/1600,CABLE,,,,,
ERICSSON,TSR4910273/350,CABLE,,,,,
ERICSSON,TSR4910273/400,CABLE,,,,,
ERICSSON,TSR4910273/500,CABLE,,,,,
ERICSSON,TSR4910273/700,CABLE,,,,,
ERICSSON,TSR4910274/20000,CABLE,,,,,
ERICSSON,TSR4910275/15M,CABLE,,,,,
ERICSSON,TSR4910275/20M,CABLE,,,,,
ERICSSON,TSR4910275/2300,CABLE,,,,,
ERICSSON,TSR4910275/23M,CABLE,,,,,
ERICSSON,TSR4910283/25M,CABLE,,,,,
ERICSSON,TSR4910289/15M,CABLE,,,,,
ERICSSON,TSR4910289/30M,CABLE,,,,,
ERICSSON,TSR4910303/15M,CABLE,,,,,
ERICSSON,TSR4910501/1,CABLE,,,,,
ERICSSON,TSR4910501/2,CABLE,,,,,
ERICSSON,TSR49106/30M,CABLE,,,,,
ERICSSON,TSR4912160/1100,CABLE,,,,,
ERICSSON,TSR4912160/1200,CABLE,,,,,
ERICSSON,TSR4912160/1400,CABLE,,,,,
ERICSSON,TSR4912160/900,CABLE,,,,,
ERICSSON,TSR491303/1100,CABLE,,,,,
ERICSSON,TSR491303/1200,CABLE,,,,,
ERICSSON,TSR491303/12M,CABLE,,,,,
ERICSSON,TSR491303/2100,CABLE,,,,,
ERICSSON,TSR491312/75M,CABLE,,,,,
ERICSSON,TSR491314/75M,CABLE,,,,,
ERICSSON,TSR491318/8000,CABLE,,,,,
ERICSSON,TSR491324/400,CABLE,,,,,
ERICSSON,TSR491326/130,CABLE,,,,,
ERICSSON,TSR491326/200,CABLE,,,,,
ERICSSON,TSR491326/280,CABLE,,,,,
ERICSSON,TSR491326/350,CABLE,,,,,
ERICSSON,TSR491329/280,CABLE,,,,,
ERICSSON,TSR491335/5000,CABLE,,,,,
ERICSSON,TSR491341/1600,CABLE,,,,,
ERICSSON,TSR491356/2200,CABLE,,,,,
ERICSSON,TSR491357/2100,CABLE,,,,,
ERICSSON,TSR491362/1500,CABLE,,,,,
ERICSSON,TSR491362/1900,CABLE,,,,,
ERICSSON,TSR491368/2500,Cable,,,,,
ERICSSON,TSR491372/1500,CABLE,,,,,
ERICSSON,TSR491372/15M,CABLE,,,,,
ERICSSON,TSR491372/50M,CABLE,,,,,
ERICSSON,TSR491374/1500,CABLE,,,,,
ERICSSON,TSR491374/1900,CABLE,,,,,
ERICSSON,TSR491379/6000,CABLE,,,,,
ERICSSON,TSR491404/1700,CABLE,,,,,
ERICSSON,TSR491404/1900,CABLE,,,,,
ERICSSON,TSR491405/1700,CABLE,,,,,
ERICSSON,TSR491405/1900,CABLE,,,,,
ERICSSON,TSR491410/1600,CABLE,,,,,
ERICSSON,TSR491602/1000,Cable,,,,,
ERICSSON,TSR491602/1600,Cable,,,,,
ERICSSON,TSR491602/2000,Cable,,,,,
ERICSSON,TSR491602/350,CABLE,,,,,
ERICSSON,TSR491602/500,CABLE,,,,,
ERICSSON,TSR491602/600,Cable,,,,,
ERICSSON,TSR491602/700,Cable,,,,,
ERICSSON,TSR491603/10M,CABLE,,,,,
ERICSSON,TSR491603/15M,CABLE,,,,,
ERICSSON,TSR491603/20M,CABLE,,,,,
ERICSSON,TSR491603/25M,CABLE,,,,,
ERICSSON,TSR491604/15M,CABLE,,,,,
ERICSSON,TSR491604/8000,CABLE,,,,,
ERICSSON,TSR491610/1000,CABLE,,,,,
ERICSSON,TSR491610/400,CABLE,,,,,
ERICSSON,TSR491610/650,Cable,,,,,
ERICSSON,TSR491610/700,CABLE,,,,,
ERICSSON,TSR491614/400,CABLE,,,,,
ERICSSON,TSR491616/1000,Cable,,,,,
ERICSSON,TSR491616/5000,CABLE,,,,,
ERICSSON,TSR491617/30M,Cable,,,,,
ERICSSON,TSR491620/1000,Cable,,,,,
ERICSSON,TSR491620/1500,Cable,,,,,
ERICSSON,TSR491620/2000,CABLE,,,,,
ERICSSON,TSR491622/2500,Cable,,,,,
ERICSSON,TSR491634/50M,CABLE,,,,,
ERICSSON,TSR491653/1200,Cable,,,,,
ERICSSON,TSR491653/2000,Cable,,,,,
ERICSSON,TSR491654/1200,Cable,,,,,
ERICSSON,TSR491654/1500,Cable,,,,,
ERICSSON,TSR491655/1500,Cable,,,,,
ERICSSON,TSR491655/1800,Cable,,,,,
ERICSSON,TSR491655/2000,Cable,,,,,
ERICSSON,TSR491665/10M,CABLE,,,,,
ERICSSON,TSR491665/30M,CABLE,,,,,
ERICSSON,TSR491669/15M,CABLE,,,,,
ERICSSON,TSR491669/30M,CABLE,,,,,
ERICSSON,TSR491677/20M,CABLE,,,,,
ERICSSON,TSR491678/1000,CABLE,,,,,
ERICSSON,TSR491678/1500,Cable,,,,,
ERICSSON,TSR491678/2000,Cable,,,,,
ERICSSON,TSR491678/500,Cable,,,,,
ERICSSON,TSR491678/700,Cable,,,,,
ERICSSON,TSR491679/1300,CABLE,,,,,
ERICSSON,TSR491679/1700,Cable,,,,,
ERICSSON,TSR491679/2200,Cable,,,,,
ERICSSON,TSR491680/2200,Cable,,,,,
ERICSSON,TSR491681/2500,Cable,,,,,
ERICSSON,TSR491683/650,Cable,,,,,
ERICSSON,TSR491684/1000,Cable,,,,,
ERICSSON,TSR491684/700,Cable,,,,,
ERICSSON,TSR491685/500,Cable,,,,,
ERICSSON,TSR492020/100M,CABLE,,,,,
ERICSSON,TSR4920202/150M,CABLE,,,,,
ERICSSON,TSR492301/100M,CABLE,,,,,
ERICSSON,TSR492301/75M,CABLE,,,,,
ERICSSON,TSR49301/900,Cable,,,,,
ERICSSON,TSR49310,CABLE,,,,,
ERICSSON,TSR49316/100,Cable,,,,,
ERICSSON,TSR49316/3000,CABLE,,,,,
ERICSSON,TSR49317/1500,Cable,,,,,
ERICSSON,TSR49326/1900,Cable,,,,,
ERICSSON,TSR49326/2900,Cable,,,,,
ERICSSON,TSR49328/1000,Cable,,,,,
ERICSSON,TSR49328/2000,Cable,,,,,
ERICSSON,TSR49336/3000,Cable,,,,,
ERICSSON,TSR49337/1500,Cable,,,,,
ERICSSON,TSR49337/1800,Cable,,,,,
ERICSSON,TSR4950210/1000,CABLE,,,,,
ERICSSON,TSR4950210/12M,CABLE,,,,,
ERICSSON,TSR4950210/1500,CABLE,,,,,
ERICSSON,TSR4950210/2000,Cable,,,,,
ERICSSON,TSR4950210/3000,Cable,,,,,
ERICSSON,TSR4950243/800,CABLE,,,,,
ERICSSON,TSR4950251/8000,CABLE,,,,,
ERICSSON,TSR4950252/2000,CABLE,,,,,
ERICSSON,TSR49507/10M,DB78 Cable,,,,,
ERICSSON,TSR49507/400,CABLE,,,,,
ERICSSON,TSR495303/1100,CABLE,,,,,
ERICSSON,TSR495303/1300,CABLE,,,,,
ERICSSON,TSR899089/00400,CABLE,,,,,
ERICSSON,TSR89921/500,CABLE,,,,,
ERICSSON,TSR89922/500,CABLE,,,,,
ERICSSON,TSR89922/600,CABLE,,,,,
ERICSSON,TSR89923/600,SCSI CABLE,,,,,
ERICSSON,TSR899286/25M,CABLE,,,,,
ERICSSON,TSR899328/10M,CABLE,,,,,
ERICSSON,TSR899328/30M,CABLE,,,,,
ERICSSON,TSR899329/00150,CABLE,,,,,
ERICSSON,TSR899332/10M,CABLE,,,,,
ERICSSON,TSR89934/10M,CABLE,,,,,
ERICSSON,TSR89948/1500,CABLE,,,,,
ERICSSON,TSR89982/50M,CABLE,,,,,
ERICSSON,TSR9010453/800,Cable GSU2-GSU2,,,,,
ERICSSON,TSR903016/250,Cable,,,,,
ERICSSON,TSR909055/1500,CABLE,,,,,
ERICSSON,TSR909056/1500,CABLE,,,,,
ERICSSON,TSR909057/10000,CABLE,,,,,
ERICSSON,TSR909058/1000,CABLE,,,,,
ERICSSON,TSR909058/2000,CABLE,,,,,
ERICSSON,TSR909058/600,CABLE,,,,,
ERICSSON,TSR951305/500,CABLE,,,,,
ERICSSON,TSR951357/1500,,,,,,
ERICSSON,UFE11127/1,Power Supply UNIT - C MICRO KIT,,,,,
ERICSSON,UKB11805,MUX?,,,,,
ERICSSON,UKL40101/56,Radio UNIT RAU1/2356,,,,,
ERICSSON,UKL40101/58,RAU1 23/58 KIT,,,,,
ERICSSON,UKL40102/22,RAU1 15/22 ,,,,,
ERICSSON,UKL40102/26,Radio UNIT (RAU1 15/26 STANDARD),,,,,
ERICSSON,UKL40104/11,,,,,,
ERICSSON,UKL40104/17,RAU/17,,,,,
ERICSSON,UKL40106/22,RAU1 15/22 HP KIT,,,,,
ERICSSON,UKL40106/26,RAU F-F,,,,,
ERICSSON,UKL40107/24,MINI-LINK 26-E RAU/24 HP,,,,,
ERICSSON,UKL40107/29,RAU1 26/29 HP,,,,,
ERICSSON,UKL40111/56,RAU2 23/56,,,,,
ERICSSON,UKL40111/58,RAU2 23/58,,,,,
ERICSSON,UKL40111/58HP,RAU2 23/58 HP,,,,,
ERICSSON,UKL40112/22,RAU2 15/22,,,,,
ERICSSON,UKL40112/26,RAU2 15/26 KIT,,,,,
ERICSSON,UKL40112/26HP,RAU2 15/26 HP KIT,,,,,
ERICSSON,UKL40113/12,RAU2 38/12,,,,,
ERICSSON,UKL40113/16,MINI-LINK RAU2 38/16,,,,,
ERICSSON,UKL40113/17,RAU2 38/17,,,,,
ERICSSON,UKL40113/18,RAU2 38/18,,,,,
ERICSSON,UKL40114/12HP,RAU2 13/12 HP,,,,,
ERICSSON,UKL40114/13HP,RAU2 13/13 HP,,,,,
ERICSSON,UKL40114/17HP,RAU2 13/17HP,,,,,
ERICSSON,UKL40114/18HP,RAU2 13/18HP,,,,,
ERICSSON,UKL40115/53,RAU2 24/53,,,,,
ERICSSON,UKL40116/51,RAU2 N 26/51,,,,,
ERICSSON,UKL40116/53,RAU2 N 26/53,,,,,
ERICSSON,UKL40116/55,RAU2 N 26/55,,,,,
ERICSSON,UKL40116/56,RAU2 24/56,,,,,
ERICSSON,UKL40116/57,RAU2 N 26/57,,,,,
ERICSSON,UKL40122/56,01W46,,,,,
ERICSSON,UKL40122/56HP,Radio UNIT - RTU 23/56 HP,,,,,
ERICSSON,UKL40122/58,03W35,,,,,
ERICSSON,UKL40122/58HP,RTU 23/58 HP,,,,,
ERICSSON,UKL40131/26,MINI-LINK 15-C,,,,,
ERICSSON,UKL40138/13,RAU,,,,,
ERICSSON,UKL40156/11,RAU1 N 7/11,,,,,
ERICSSON,UKL40156/15,RAU1 N 7/15,,,,,
ERICSSON,UKL40158/11,RAU2 N 13/11,,,,,
ERICSSON,UKL40161/16HP,RAU2 N 11/16HP,,,,,
ERICSSON,UKL40162/11,RAU2X18/11,,,,,
ERICSSON,UKL40162/12,RAU2 X 18/12,,,,,
ERICSSON,UKL40162/14HP,RAU2 X 18/14HP,,,,,
ERICSSON,UKL40162/15,RAU2X18/15,,,,,
ERICSSON,UKL40162/16,RAU2 X 18/16,,,,,
ERICSSON,UKL40162/18HP,RAU2 X 18/18HP,,,,,
ERICSSON,UKL40162/A11HP,RAU2 X 18/A11 HP,,,,,
ERICSSON,UKL40162/A13,RAU2 X 18/A13,,,,,
ERICSSON,UKL40162/A17,RAU2 X  18/A17,,,,,
ERICSSON,UKL40163/72,RAU2 X 23/72,€191.7,$0.00,,,
ERICSSON,UKL40163/73,RAU2 X 23/73,€191.7,$0.00,,,
ERICSSON,UKL40163/74,RAU2 X 23/74,,,,,
ERICSSON,UKL40163/75,RAU2 X 23/75,,,,,
ERICSSON,UKL40163/76,RAU2 X 23/76 HP,€191.7,$0.00,,,
ERICSSON,UKL40163/76HP,RAU2 X 23/76HP,,,,,
ERICSSON,UKL40163/77R6A,0,,,,,
ERICSSON,UKL40163/78,RAU2 X 23/78,€191.7,$0.00,,,
ERICSSON,UKL40163/78HP,RAU2 X 23/78 HP,,,,,
ERICSSON,UKL40163/A01R6A,0,,,,,
ERICSSON,UKL40163/A02,RAU2 X 23/A02,,,,,
ERICSSON,UKL40163/A02HP,RAU2 X 23/A02 HP,€191.7,$0.00,,,
ERICSSON,UKL40163/A06,RAU2 X 23/A06,,,,,
ERICSSON,UKL40163/A06HP,RAU2 X 23/A06HP Transmission 23ghz High,€191.7,$0.00,,,
ERICSSON,UKL40166/22,RAU2 X 10/22,€191.7,$0.00,,,
ERICSSON,UKL40166/26,RAU2 X 10/26,€219.0,$0.00,,,
ERICSSON,UKL40166/A22HP,RA2 X10 /A22HP Transmission 10GHZ,€273.8,$0.00,,,
ERICSSON,UKL40166/A26HP,RA2 X10 /A26HP Transmission 10GHZ,€273.8,$0.00,,,
ERICSSON,UKL40167/11,RAU2X13/11,,,,,
ERICSSON,UKL40167/12,RAU2 X 13/12,,,,,
ERICSSON,UKL40167/13,RAU2 X 13/13,,,,,
ERICSSON,UKL40167/13HP,RAU2 X 13/13 HP,,,,,
ERICSSON,UKL40167/14HP,RAU2 X 10/14 HP,,,,,
ERICSSON,UKL40167/15,RAU2X13/15,,,,,
ERICSSON,UKL40167/17,RAU2 X 13/17,,,,,
ERICSSON,UKL40167/17HP,RAU2 X 13/17 HP,,,,,
ERICSSON,UKL40167/18HP,RAU2 X 13/18 HP,,,,,
ERICSSON,UKL40167/A02,RAU2 X 13/A02,,,,,
ERICSSON,UKL40167/A03,RAU2 X 13/A03,,,,,
ERICSSON,UKL40167/A06,RAU2 X 13/A06,,,,,
ERICSSON,UKL40167/A07,RAU2 X 13/A07,,,,,
ERICSSON,UKL40168/61HP,RAU2 X 15/61HP,€273.8,$0.00,,,
ERICSSON,UKL40168/68HP,RAU2 X 15/68HP,€273.8,$0.00,,,
ERICSSON,UKL40169/13,RAU2 X 6 L/13,,,,,
ERICSSON,UKL40169/17,RAU2 X 6 L/17,,,,,
ERICSSON,UKL40169/17HP,RAU2 X 6L/17 HP,,,,,
ERICSSON,UKL40169/A11,RAU2 X 6 L/A11,,,,,
ERICSSON,UKL40169/A13,RAU2 X 6 L/A13,,,,,
ERICSSON,UKL40169/A15,RAU2 X 6 L/A15,,,,,
ERICSSON,UKL40169/A17,RAU2 X 6 L/A17,,,,,
ERICSSON,UKL40170/11,RAU2X7/11,,,,,
ERICSSON,UKL40170/13,RAU2 X 7/13,,,,,
ERICSSON,UKL40170/14,RAU2 X 7/14,,,,,
ERICSSON,UKL40170/15,RAU2 X 7/15,,,,,
ERICSSON,UKL40170/17,RAU2 X 7/17,,,,,
ERICSSON,UKL40170/A11,RAU2 X 7/A11,,,,,
ERICSSON,UKL40170/A13,RAU2 X 7/A13,,,,,
ERICSSON,UKL40170/A15,RAU2 X 7/A15,,,,,
ERICSSON,UKL40170/A16,RAU2 X 7/A16,,,,,
ERICSSON,UKL40170/A17,RAU2 X 7/A17,,,,,
ERICSSON,UKL40170/A23HP,RAU2 X 7/A23 HP,€219.0,$0.00,,,
ERICSSON,UKL40170/A28HP,RAU2 X 70/A28 HP,€219.0,$0.00,,,
ERICSSON,UKL40172/11,RAU2 X 38/11,,,,,
ERICSSON,UKL40172/12,RAU2 X 38/12 KIT 128 QAM,€180.7,$0.00,,,
ERICSSON,UKL40172/13,RAU2 X 38/13,,,,,
ERICSSON,UKL40172/15,RAU2 X 38/15,,,,,
ERICSSON,UKL40172/16,RAU2 X 38/16 Transmission 38ghz High,€219.0,$0.00,,,
ERICSSON,UKL40172/17,RAU2 X 38/17,,,,,
ERICSSON,UKL40172/A11,RAU2 X 38/A11,,,,,
ERICSSON,UKL40172/A11R6A,0,,,,,
ERICSSON,UKL40172/A15R6A,0,,,,,
ERICSSON,UKL40175/51,RAU2 X 26/51,,,,,
ERICSSON,UKL40175/52,RAU2 X 26/52,€219.0,$0.00,,,
ERICSSON,UKL40175/53,RAU2 X,,,,,
ERICSSON,UKL40175/55,RAU2 X 26/55,,,,,
ERICSSON,UKL40175/56,RAU2 X 26/56,€219.0,$0.00,,,
ERICSSON,UKL40175/57,RAU2 X,,,,,
ERICSSON,UKL40175/A02,RAU2 X 26/A02,,,,,
ERICSSON,UKL40175/A06,RAU2 X 26/A06,,,,,
